cluster,subtype,rank_in_class,gene,gene_id,gene_type,combined_score,identity_score,survival_score,mean_z_in_class,best_other_class_mean_z,specificity_margin,cohens_d,p_value,fdr,dep_mean_GBM,dep_mean_nonCNS,therapeutic_window,frac_GBM_lines_dependent,frac_all_lines_dependent,gbm_line_sd,dependency_tier,pan_essential
0,MTC,15,RHEB,ENSG00000106615.10,protein_coding,0.16454058177686628,0.19329521949420567,0.1400634900455011,0.4781618723550033,0.1882190431136948,0.2899428292413085,0.6265873897431256,0.003021458727441,0.0054915828491544,0.5491755,0.46046078,0.08871472,0.5660377358490566,0.4602649006622517,0.3078507,A · selective + heterogeneous,False
0,MTC,16,CCDC107,ENSG00000159884.12,protein_coding,0.16170783949013964,0.4999772975034713,0.05230122544191561,0.8612168292589006,0.1112508830036936,0.749965946255207,1.113242274426148,4.982510526420661e-07,2.984404373493483e-06,0.41467723,0.37080562,0.04387161,0.3018867924528302,0.2698675496688741,0.17081456,A · selective + heterogeneous,False
0,MTC,17,BRK1,ENSG00000254999.4,protein_coding,0.15564715279204885,0.427102892855373,0.0567217796402866,0.7215740548778619,0.0809197155948023,0.6406543392830595,0.9971851314012284,2.7890053278840472e-05,9.376099677257002e-05,0.45118603,0.40745637,0.04372966,0.4150943396226415,0.369205298013245,0.2679033,A · selective + heterogeneous,False
0,MTC,18,TIMM50,ENSG00000105197.11,protein_coding,0.15526943002807464,0.2153531323210486,0.11194913044172515,0.952393166510054,0.629363468028481,0.3230296984815729,1.1877071721569703,3.619612212618098e-07,2.271679569089602e-06,0.47697467,0.39533386,0.08164081,0.4,0.3864229765013054,0.28961182,A · selective + heterogeneous,False
0,MTC,19,NELFE,ENSG00000204356.14,protein_coding,0.12643078605377137,0.29216961896589916,0.054710492209116994,0.9978581288638736,0.5596037004150249,0.4382544284488487,1.2079290215166738,4.6439359607196187e-07,2.815017045619443e-06,0.5091481,0.47177076,0.0373773399999999,0.5471698113207547,0.4652317880794702,0.2441675,A · selective + heterogeneous,False
0,MTC,20,INTS10,ENSG00000104613.12,protein_coding,0.12261840174227394,0.22757128008237548,0.0660684091612407,0.5130208026688874,0.1716638825453241,0.3413569201235632,0.523359727609361,0.0298129864739687,0.0431397450872551,0.4853297,0.43797764,0.0473520599999999,0.4339622641509434,0.4163907284768212,0.29321462,A · selective + heterogeneous,False
0,MTC,21,CNIH4,ENSG00000143771.12,protein_coding,0.1136367733294347,0.15331663882150795,0.08422645025344622,0.4954170438002503,0.2654420855679884,0.2299749582322619,0.5043390482951527,0.0258034896116031,0.0378529618480161,0.58212787,0.5317996,0.0503282699999999,0.7169811320754716,0.5637417218543046,0.27487022,A · selective + heterogeneous,False
0,MTC,22,CIAO2A,ENSG00000166797.11,protein_coding,0.09434680958935308,0.4254149162922402,0.020923856072726076,1.1032611386087705,0.46513876417041,0.6381223744383603,1.24882561181041,8.888000557447028e-07,4.8859324721822215e-06,0.35790688,0.33757144,0.0203354399999999,0.320754716981132,0.2698675496688741,0.27683863,A · selective + heterogeneous,False
0,MTC,23,MRPL44,ENSG00000135900.4,protein_coding,0.09104297405876649,0.2517676572121967,0.03292250965531756,0.99383852763159,0.616187041813295,0.377651485818295,1.066923928608867,2.707105411318727e-05,9.136569509116364e-05,0.44198352,0.41607344,0.02591008,0.4150943396226415,0.3783112582781457,0.3035833,A · selective + heterogeneous,False
0,MTC,24,ANAPC15,ENSG00000110200.8,protein_coding,0.06988562737201821,0.1270168757257158,0.03845159066679647,0.7371346887084277,0.546609375119854,0.1905253135885737,0.7253607339099806,0.0035355027120102,0.0063218541615756,0.58567435,0.5628373,0.02283705,0.6226415094339622,0.5769867549668874,0.3262149,A · selective + heterogeneous,False
0,MTC,25,SLC25A5,ENSG00000005022.6,protein_coding,0.0,0.6726864580636526,0.0,1.1116688548619358,0.1026391677664568,1.009029687095479,1.334963120060726,1.865400609510601e-07,1.2969119634679591e-06,0.3771001,0.38279158,-0.00569148,0.3018867924528302,0.3029801324503311,0.23547187,A · selective + heterogeneous,False
0,MTC,26,UQCRC1,ENSG00000010256.11,protein_coding,0.0,0.37179568271138086,0.0,0.8841093767941821,0.3264158527271108,0.5576935240670713,0.9931197891365244,5.0637173192828815e-05,0.0001571186936271,0.39674044,0.5311646,-0.1344241599999999,0.3773584905660377,0.527317880794702,0.2769219,A · selective + heterogeneous,False
0,MTC,27,TMSB10,ENSG00000034510.6,protein_coding,0.0,0.21049287421125293,0.0,1.1118567819916474,0.796117470674768,0.3157393113168794,1.4676114736871635,2.587150614543672e-12,1.5031169868425516e-10,0.36553097,0.43439952,-0.0688685499999999,0.3043478260869565,0.4009174311926605,0.25160524,A · selective + heterogeneous,False
0,MTC,28,MRPS35,ENSG00000061794.13,protein_coding,0.0,0.23855269793584988,0.0,0.712125508074857,0.3542964611710821,0.3578290469037748,0.874419202578987,9.246028295925786e-05,0.0002633624128824,0.46458814,0.50725436,-0.04266622,0.4528301886792453,0.4991721854304636,0.3172209,A · selective + heterogeneous,False
0,MTC,29,NDUFB4,ENSG00000065518.8,protein_coding,0.0,0.5988686811002801,0.0,1.1647224206177051,0.266419398967285,0.8983030216504202,1.412859736541252,2.806583326877534e-08,2.641164229147129e-07,0.4579051,0.5858962,-0.1279910999999999,0.4339622641509434,0.5885761589403974,0.30180427,A · selective + heterogeneous,False
0,MTC,30,HSD17B10,ENSG00000072506.13,protein_coding,0.0,0.7352123954942816,0.0,1.125940637802804,0.0231220445613817,1.1028185932414225,1.4396676408948557,1.80200064317296e-08,1.817393908855237e-07,0.34434456,0.5148546,-0.17051004,0.320754716981132,0.4917218543046358,0.34507087,A · selective + heterogeneous,False
0,MTC,31,MRPL22,ENSG00000082515.18,protein_coding,0.0,0.5665496352736213,0.0,1.1990699562379652,0.3492455033275331,0.8498244529104321,1.3735136109990629,2.0575391212041275e-07,1.404844077379482e-06,0.34706274,0.36782503,-0.02076229,0.3018867924528302,0.3087748344370861,0.317487,A · selective + heterogeneous,False
0,MTC,32,MRPL28,ENSG00000086504.17,protein_coding,0.0,0.15956643744633187,0.0,0.6657347703204132,0.4263851141509153,0.2393496561694978,0.7589928503240025,0.001186278041998,0.0024075401549397,0.4804422,0.540115,-0.0596728,0.490566037735849,0.5587748344370861,0.31609702,A · selective + heterogeneous,False
0,MTC,33,NDUFB7,ENSG00000099795.7,protein_coding,0.0,0.8180816219460172,0.0,1.5585504713598863,0.3314280384408605,1.2271224329190258,2.204316270781697,4.4084328316667015e-14,7.047468585182457e-12,0.41109297,0.54958665,-0.1384936799999999,0.3396226415094339,0.5488410596026491,0.27802554,A · selective + heterogeneous,False
0,MTC,34,LENG1,ENSG00000105617.4,protein_coding,0.0,0.23732427286188454,0.0,0.8178872867008249,0.461900877407998,0.3559864092928268,0.8798536813673324,0.0003072093273687,0.0007416013569514,0.39198577,0.39434344,-0.0023576699999999,0.320754716981132,0.3394039735099338,0.21776225,A · selective + heterogeneous,False
0,MTC,35,SSBP1,ENSG00000106028.11,protein_coding,0.0,0.2435922037410939,0.0,0.5729157638939464,0.2075274582823056,0.3653883056116408,0.6653363770154672,0.0030177817722331,0.005486062102962,0.41235948,0.48765108,-0.0752916,0.3396226415094339,0.4569536423841059,0.28012016,A · selective + heterogeneous,False
0,MTC,36,SEC61B,ENSG00000106803.10,protein_coding,0.0,0.34305364953949075,0.0,0.8187931793258519,0.3042127050166158,0.5145804743092361,1.0426512212172296,3.040052049881056e-07,1.957589683758784e-06,0.5133766,0.5301828,-0.0168061999999999,0.5471698113207547,0.5463576158940397,0.27412593,A · selective + heterogeneous,False
0,MTC,37,C1QBP,ENSG00000108561.8,protein_coding,0.0,0.6393426376775947,0.0,1.2551037163394163,0.2960897598230242,0.959013956516392,1.6234050848002124,1.0845660998337875e-09,1.778855117984893e-08,0.42554578,0.44267657,-0.01713079,0.3396226415094339,0.4081125827814569,0.27740976,A · selective + heterogeneous,False
0,MTC,38,MRPL51,ENSG00000111639.8,protein_coding,0.0,0.7071808051799334,0.0,1.1542141054552302,0.09344289768533,1.0607712077699,1.582254136606415,4.797141826882482e-10,9.26943215768028e-09,0.32248476,0.39294836,-0.0704636,0.3018867924528302,0.3526490066225166,0.27560496,A · selective + heterogeneous,False
0,MTC,39,COX6A1,ENSG00000111775.3,protein_coding,0.0,0.7311505717398118,0.0,1.4418991830333456,0.3451733254236281,1.0967258576097176,2.014217652311999,1.3668520934535961e-13,1.6673004351331118e-11,0.4773331,0.54958993,-0.07225683,0.4339622641509434,0.5711920529801324,0.22766499,A · selective + heterogeneous,False
0,MTC,40,MRPL18,ENSG00000112110.10,protein_coding,0.0,0.27816772685788754,0.0,0.7037201905234853,0.286468600236654,0.4172515902868313,0.7469308975605162,0.0015177003706052,0.002987805731883,0.45625022,0.5530259,-0.0967756799999999,0.4528301886792453,0.5554635761589404,0.33139083,A · selective + heterogeneous,False
0,MTC,41,MRPL2,ENSG00000112651.12,protein_coding,0.0,0.17243008844577445,0.0,0.5160605271010805,0.2574153944324188,0.2586451326686617,0.5886784591893811,0.0058913547991739,0.0099775340671493,0.39447373,0.49173787,-0.09726414,0.320754716981132,0.4842715231788079,0.30810523,A · selective + heterogeneous,False
0,MTC,42,MRPS7,ENSG00000125445.11,protein_coding,0.0,0.9546463962704678,0.0,1.6455231020550705,0.2135535076493688,1.4319695944057016,1.6244165591576862,3.251881721243569e-07,2.075816759458506e-06,0.4588512,0.53346467,-0.0746134699999999,0.4150943396226415,0.5405629139072847,0.25163147,A · selective + heterogeneous,False
0,MTC,43,MRPS26,ENSG00000125901.6,protein_coding,0.0,0.47422872555213086,0.0,1.2682529497604,0.5569098614322038,0.7113430883281963,1.6136575828320736,3.623949013113368e-09,4.751563917448389e-08,0.44839424,0.48430082,-0.03590658,0.3584905660377358,0.4660596026490066,0.2723669,A · selective + heterogeneous,False
0,MTC,44,EMC4,ENSG00000128463.13,protein_coding,0.0,0.6145497012399765,0.0,1.10979107097986,0.1879665191198952,0.9218245518599648,1.2649034540224655,1.0291627340834888e-06,5.542705681071529e-06,0.50037867,0.5349626,-0.0345839299999999,0.5471698113207547,0.5438741721854304,0.27423057,A · selective + heterogeneous,False
0,MTC,45,NDUFA2,ENSG00000131495.9,protein_coding,0.0,0.8303844291922958,0.0,1.4753158941577904,0.2297392503693468,1.2455766437884437,2.1496411442582444,1.0084514668985204e-13,1.3262884268597249e-11,0.3984446,0.5118617,-0.1134170999999999,0.3396226415094339,0.4875827814569536,0.28870305,A · selective + heterogeneous,False
0,MTC,46,COX5B,ENSG00000135940.7,protein_coding,0.0,0.7603952803100228,0.0,1.568680720030733,0.4280877995656984,1.1405929204650342,2.1529495570450243,4.735145513003873e-13,4.0760259268793856e-11,0.44404358,0.5749414,-0.13089782,0.4339622641509434,0.581953642384106,0.2855445,A · selective + heterogeneous,False
0,MTC,47,MRPL15,ENSG00000137547.9,protein_coding,0.0,0.5148596835086353,0.0,1.093068197755621,0.320778672492668,0.7722895252629529,1.3016717051667714,2.546227420935889e-07,1.6808104991035628e-06,0.41429526,0.5286459,-0.11435064,0.3773584905660377,0.5281456953642384,0.35667413,A · selective + heterogeneous,False
0,MTC,48,PPA2,ENSG00000138777.20,protein_coding,0.0,0.37964955115898585,0.0,0.7106977312666968,0.141223404528218,0.5694743267384788,0.7536748021657252,0.0017193957015291,0.0033318631656345,0.40656433,0.46848217,-0.06191784,0.3396226415094339,0.4478476821192053,0.3307608,A · selective + heterogeneous,False
0,MTC,49,MRPS28,ENSG00000147586.10,protein_coding,0.0,0.7027386430288524,0.0,1.293117761807377,0.2390097972640987,1.0541079645432785,1.4960541888719647,1.1650856970507848e-07,8.689358351403391e-07,0.38845178,0.4331004,-0.0446486199999999,0.3396226415094339,0.3973509933774834,0.26427457,A · selective + heterogeneous,False
0,MTC,50,MED19,ENSG00000156603.19,protein_coding,0.0,0.43019757326789393,0.0,1.073998729983994,0.4287023700821532,0.6452963599018409,1.1450492553739722,1.3798462525363318e-05,5.13883415537261e-05,0.4023564,0.5539844,-0.151628,0.4528301886792453,0.5728476821192053,0.36121774,A · selective + heterogeneous,False
0,MTC,51,NSMCE2,ENSG00000156831.8,protein_coding,0.0,0.20313176307594727,0.0,0.8530261655384526,0.5483285209245317,0.3046976446139209,0.9070896945906042,0.0001048521549593,0.0002935586603223,0.46798703,0.48732543,-0.0193383999999999,0.4716981132075472,0.4809602649006622,0.29558843,A · selective + heterogeneous,False
0,MTC,52,MRPL17,ENSG00000158042.9,protein_coding,0.0,0.5092998110384533,0.0,1.195484980626223,0.4315352640685433,0.7639497165576801,1.3735748504504934,1.0656381192434396e-07,8.06849253648892e-07,0.477712,0.547045,-0.0693329999999999,0.5094339622641509,0.5455298013245033,0.31413382,A · selective + heterogeneous,False
0,MTC,53,PEF1,ENSG00000162517.13,protein_coding,0.0,0.5145577745397968,0.0,1.0548222728938632,0.282985611084168,0.7718366618096952,1.1163779186095275,3.692121210550351e-05,0.0001193380167089,0.40824366,0.42589438,-0.01765072,0.3018867924528302,0.3774834437086092,0.22631814,A · selective + heterogeneous,False
0,MTC,54,UQCRQ,ENSG00000164405.11,protein_coding,0.0,0.8481107652234107,0.0,1.431546151685466,0.1593800038503497,1.272166147835116,1.9910360920739505,9.093034191776597e-13,6.686757543655601e-11,0.48682493,0.54137737,-0.0545524399999999,0.3773584905660377,0.5467811158798284,0.23313522,A · selective + heterogeneous,False
0,MTC,55,MRPL58,ENSG00000167862.10,protein_coding,0.0,1.0,0.0,1.6551087116713683,0.1126377482859447,1.542470963385424,1.770253166133411,4.4727842143856513e-08,3.923871313182979e-07,0.38066608,0.41589862,-0.0352325399999999,0.3018867924528302,0.353476821192053,0.27358824,A · selective + heterogeneous,False
0,MTC,56,SDHAF2,ENSG00000167985.7,protein_coding,0.0,0.5066825442720622,0.0,0.8850731958151543,0.1250493794070611,0.7600238164080932,1.0220155868296297,3.2217511464869535e-05,0.0001062958992543,0.38694826,0.50631773,-0.11936947,0.320754716981132,0.478476821192053,0.20105472,A · selective + heterogeneous,False
0,MTC,57,THAP11,ENSG00000168286.3,protein_coding,0.0,0.1967297450168648,0.0,0.7494734713163702,0.454378853791073,0.2950946175252972,0.8468627858544058,0.0003182965644834,0.0007642799679703,0.5031878,0.5850399,-0.0818520999999999,0.5094339622641509,0.5960264900662252,0.3283104,A · selective + heterogeneous,False
0,MTC,58,PYM1,ENSG00000170473.17,protein_coding,0.0,0.6815192872980784,0.0,1.1404355106092798,0.1181565796621621,1.0222789309471176,1.48791672355681,7.081584360003877e-10,1.2701450749671066e-08,0.41503593,0.41981354,-0.0047776099999999,0.3396226415094339,0.3774834437086092,0.2504279,A · selective + heterogeneous,False
0,MTC,59,DRAP1,ENSG00000175550.8,protein_coding,0.0,0.5520498492453134,0.0,1.0734190134104618,0.2453442395424915,0.8280747738679701,1.149185325479158,9.970070454094156e-06,3.8874363482423184e-05,0.438347,0.4546598,-0.0163128,0.3773584905660377,0.4362582781456953,0.30819374,A · selective + heterogeneous,False
0,MTC,60,AURKAIP1,ENSG00000175756.13,protein_coding,0.0,0.6082662030717099,0.0,1.0644227478693244,0.1520234432617596,0.9123993046075648,1.2020388121247874,5.49130695811658e-06,2.323828649917865e-05,0.44628558,0.46610868,-0.0198230999999999,0.3962264150943396,0.4445364238410596,0.26922056,A · selective + heterogeneous,False
0,MTC,61,MRPL14,ENSG00000180992.7,protein_coding,0.0,0.5656630550534945,0.0,1.0562959844334292,0.2078014018531875,0.8484945825802417,1.4093453355771384,3.403637642964238e-08,3.1153209692252335e-07,0.431079,0.5119554,-0.0808763999999999,0.4150943396226415,0.5099337748344371,0.3132068,A · selective + heterogeneous,False
0,MTC,62,NDUFA6,ENSG00000184983.11,protein_coding,0.0,0.5979788230015107,0.0,1.1683926131257822,0.2714243786235162,0.896968234502266,1.2976130075055603,1.9015513143281e-06,9.32913627156878e-06,0.4592229,0.5441122,-0.0848893,0.4150943396226415,0.5322847682119205,0.3031244,A · selective + heterogeneous,False
0,MTC,63,LAMTOR4,ENSG00000188186.10,protein_coding,0.0,0.9236400262422496,0.0,1.509198260163821,0.1237382208004466,1.3854600393633745,2.1739985908738317,1.0099950721287829e-13,1.3262884268597249e-11,0.4409779,0.56566143,-0.12468353,0.3773584905660377,0.5786423841059603,0.29498386,A · selective + heterogeneous,False
0,MTC,64,MRPL20,ENSG00000242485.6,protein_coding,0.0,0.49823065819566753,0.0,0.8119726188152516,0.0646266315217502,0.7473459872935013,0.8654919117442326,0.0006159993637026,0.0013598586176327,0.37604517,0.4440766,-0.06803143,0.3584905660377358,0.4163907284768212,0.3392374,A · selective + heterogeneous,False
0,MTC,65,MRPL12,ENSG00000262814.8,protein_coding,0.0,0.6745106290911426,0.0,1.228476085194163,0.2167101415574487,1.011765943636714,1.4416883830113565,1.769524176803723e-07,1.2379454542694814e-06,0.39095712,0.51933306,-0.12837594,0.3773584905660377,0.5190397350993378,0.327562,A · selective + heterogeneous,False
1,PN,1,KIF18B,ENSG00000186185.14,protein_coding,0.6148312098098289,0.7421327655127103,0.5093662941765689,1.1822319483499186,0.0690328000808531,1.1131991482690655,1.7578239506750897,4.4713421922453885e-19,4.876415480678467e-17,0.70143384,0.44883847,0.25259537,0.7547169811320755,0.4114238410596026,0.31131393,A · selective + heterogeneous,False
1,PN,2,VRK1,ENSG00000100749.8,protein_coding,0.5684006447575329,0.46393877006897427,0.6963834751571777,1.043072847555218,0.3471646924517567,0.6959081551034614,1.3776873894520083,1.7877587950696037e-12,3.413452215690019e-11,0.78777075,0.4802811,0.3074896499999999,0.8113207547169812,0.5024834437086093,0.25721654,A · selective + heterogeneous,False
1,PN,3,CTDNEP1,ENSG00000175826.12,protein_coding,0.513129389097284,0.34440788367024044,0.7645056412455847,0.5641171783730411,0.0475053528676804,0.5166118255053607,0.630614418912322,0.0002918316217294,0.0007146681522428,0.787572,0.44991767,0.33765433,0.8490566037735849,0.4437086092715231,0.25943357,A · selective + heterogeneous,False
1,PN,4,BCCIP,ENSG00000107949.17,protein_coding,0.4775923955489661,0.706527337129843,0.32283888294089,1.158648832507502,0.0988578268127375,1.0597910056947644,1.4054405553711633,3.674245587507336e-10,3.847344708350846e-09,0.63273126,0.45525166,0.1774796,0.7547169811320755,0.4685430463576159,0.24952194,A · selective + heterogeneous,False
1,PN,5,KIF2C,ENSG00000142945.13,protein_coding,0.45372171208669715,0.5592092953114787,0.3681329937554384,1.0126236933905293,0.1738097504233112,0.838813942967218,1.4100692806503965,1.984180454501914e-13,4.916772371014894e-12,0.5544296,0.32346776,0.2309618399999999,0.5660377358490566,0.2649006622516556,0.27716026,A · selective + heterogeneous,False
1,PN,6,PTK2,ENSG00000169398.19,protein_coding,0.44712973336879586,0.3435426848488931,0.5819509693544699,0.9329237946219974,0.4176097673486577,0.5153140272733396,1.1332774019714351,3.946270734243171e-09,3.1104816883138766e-08,0.7994874,0.5462915,0.2531958999999999,0.7924528301886793,0.5554635761589404,0.26704064,A · selective + heterogeneous,False
1,PN,7,E2F3,ENSG00000112242.15,protein_coding,0.3893495221816956,0.595316938702782,0.2546425955112946,1.1655469411114243,0.2725715330572514,0.8929754080541731,1.6495424353055643,1.1362618458624367e-16,7.2210141700759e-15,0.52546453,0.3568987,0.16856583,0.4716981132075472,0.2938741721854304,0.32258826,A · selective + heterogeneous,False
1,PN,8,MCM10,ENSG00000065328.17,protein_coding,0.35723062683391554,0.7941301378229785,0.1606962318518617,1.362597838854687,0.1714026321202194,1.1911952067344678,1.9419722456062587,8.468316264553148e-18,7.169655395298319e-16,0.6104435,0.51887584,0.09156766,0.6981132075471698,0.5521523178807947,0.27660415,A · selective + heterogeneous,False
1,PN,9,PDCL,ENSG00000136940.14,protein_coding,0.3360713817731824,0.6396765994072765,0.17656417907359725,1.044552163984389,0.0850372648734744,0.9595148991109148,1.3925098986507674,9.552169137137069e-12,1.4945515456026378e-10,0.5017815,0.37938476,0.12239674,0.5094339622641509,0.3576158940397351,0.29859284,A · selective + heterogeneous,False
1,PN,10,COIL,ENSG00000121058.5,protein_coding,0.31852888555691233,0.6887046300805674,0.1473209943749896,1.2482084132546585,0.215151468133807,1.0330569451208511,1.907391312208276,4.145878414940845e-21,7.5678452938828e-19,0.43941534,0.3227958,0.1166195399999999,0.3773584905660377,0.2392384105960265,0.28792506,A · selective + heterogeneous,False
1,PN,11,TAF1A,ENSG00000143498.18,protein_coding,0.314197842151775,0.30143471240659026,0.32750137907034693,0.8038314968798944,0.351679428270009,0.4521520686098854,1.1682998561476974,1.660017592958929e-11,2.4428549346813557e-10,0.7038969,0.54205686,0.16184004,0.7735849056603774,0.5769867549668874,0.23677196,A · selective + heterogeneous,False
1,PN,12,RICTOR,ENSG00000164327.13,protein_coding,0.31285698558557273,0.5413370512276732,0.18081063028609426,1.261554999691255,0.4495494228497452,0.8120055768415098,1.584606168576952,4.291612989390647e-12,7.354030300994439e-11,0.56488746,0.45354933,0.11133813,0.5471698113207547,0.4337748344370861,0.2826142,A · selective + heterogeneous,False
1,PN,13,NUP35,ENSG00000163002.13,protein_coding,0.304898305621484,0.41074757293536074,0.22632629599367457,0.9925881775866228,0.3764668181835815,0.6161213594030411,1.411773717222072,6.222239590094479e-14,1.795906804834397e-12,0.62063843,0.493792,0.1268464299999999,0.6792452830188679,0.4875827814569536,0.2854643,A · selective + heterogeneous,False
1,PN,14,KIF20A,ENSG00000112984.12,protein_coding,0.30130912432034423,0.6426674426539337,0.1412662014179239,0.9462930193478858,-0.0177081446330148,0.9640011639809006,1.2487778845576911,1.0193496923064575e-10,1.2219852063616022e-09,0.6090884,0.52841324,0.0806751599999999,0.660377358490566,0.5132450331125827,0.25396144,A · selective + heterogeneous,False
1,PN,15,AASDHPPT,ENSG00000149313.11,protein_coding,0.2944980415033908,0.4450229863091158,0.19488677914962876,1.01043643478899,0.3429019553253163,0.6675344794636737,1.431904525165052,6.92657387436812e-14,1.9677280174225904e-12,0.5179986,0.38712993,0.1308686699999999,0.5094339622641509,0.3667218543046358,0.31490725,A · selective + heterogeneous,False
1,PN,16,VPS4A,ENSG00000132612.16,protein_coding,0.28637412690897684,0.29193714978868396,0.28091711048847695,0.6268935635906779,0.188987838907652,0.4379057246830259,0.8691444442461491,4.260106805642373e-07,2.0331286661157687e-06,0.5463252,0.367467,0.1788581999999999,0.5660377358490566,0.2938741721854304,0.31955644,A · selective + heterogeneous,False
1,PN,17,PPRC1,ENSG00000148840.11,protein_coding,0.2833048180464099,0.2770803119882793,0.2896691553158946,0.6899718108998031,0.274351342917384,0.415620467982419,0.8871676404189529,6.409168949309459e-08,3.7516304393296985e-07,0.66574365,0.5143955,0.15134815,0.7169811320754716,0.5364238410596026,0.27329272,A · selective + heterogeneous,False
